ACC_X,ACC_Y,ACC_Z,GY_X,GY_Y,GY_Z
255,2813,14543,-1321,511,13802
765,1020,13786,-1379,767,13263
255,1020,14567,-1513,765,13308
-371,-291,15308,-1585,765,13055
-1260,-654,14045,-1665,767,12782
-598,1020,14061,-1865,1023,12799
-849,765,14567,-1833,765,12782
-650,104,14583,-2033,767,12751
224,-263,16639,-1041,-885,13053
-917,-698,14061,-1041,511,13547
-1913,765,15308,-1179,1022,13531
-1825,-869,15045,-1107,-641,13803
-1937,-351,14284,-1379,-638,13803
-1913,-1092,14312,-1273,-793,14283
-1515,510,14798,-1116,-634,14296
-1905,510,14846,-1013,-521,14583
-2248,765,15061,-801,-525,14847
-2088,255,15348,-710,-653,15079
-2216,255,15093,-351,-597,15095
-2582,1020,15862,-399,-511,15317
-2626,1020,15332,-327,-837,15603
-1873,765,14822,-379,25,15811
-1618,1530,14332,-299,6,16083
-2120,1534,16639,-734,511,16119
-1204,2295,14045,-590,-1108,16093
-1204,2295,14045,-590,-1108,16085
510,1530,14846,-375,-381,15854
168,1785,14846,255,255,16089
765,1020,16372,92,-411,16065
-343,1020,15093,-379,-311,15871
765,2295,14822,229,511,16083
765,1534,15316,70,41,15855
1275,2040,15061,255,255,15839
1530,2295,14583,255,255,15854
2040,1530,15324,255,510,15591
1789,765,14332,92,225,15316
1530,1785,14575,153,255,15341
1020,2044,14280,23,255,15343
1530,510,14790,127,511,15317
1020,765,14045,255,767,15055
1534,510,16830,-277,-477,14831
1020,216,14045,62,511,15045
2303,-1507,17914,-913,231,14317
1275,1530,14543,-1089,255,13531
1530,3068,14559,-789,767,14838
2044,1530,14328,-445,-263,15053
510,-379,15324,-423,173,15077
2295,-1419,16360,-569,236,14559
2550,68,12495,-525,-491,14591
510,-638,13567,-809,-501,14823
-897,248,14559,-1193,510,14806
510,-1060,13802,-1457,255,14583
1534,-2136,12276,-2135,-389,14299
510,510,15324,-1706,255,14535
255,765,16639,-1762,235,14330
510,255,13535,-1690,127,14331
510,-825,14535,-1690,510,14059
44,-654,12798,-1873,11,14296
-837,-419,14583,-2503,1279,14043
765,-901,14822,-1961,-337,13770
1020,88,15093,-1578,-443,13774
-447,-662,14332,-1682,1023,14041
765,255,14583,-2678,-554,13547
1785,765,17663,-1913,-1268,13807
20,510,12543,-2072,71,13807
-734,-487,14830,-2098,177,13519
8,-455,15607,-2179,-331,13791
-554,152,17404,-1761,109,13790
-1148,-391,14300,-2098,255,13567
-403,164,16575,-1521,139,13293
-387,-1084,15324,-1786,765,13294
-1371,-271,14846,-1746,255,13039
1530,-893,13260,-2387,-905,13279
510,244,15340,-1531,255,13279
1020,32,15053,-1403,-317,12799
255,-1339,12244,-1977,255,12495
248,-941,14543,-2009,250,12527
1789,-1339,14822,-2321,-809,12279
1530,-1491,13308,-2561,-785,12250
1534,-570,13818,-3076,-377,11511
1020,-1451,14316,-3061,-674,11228
765,-1578,14025,-3491,42,10975
1530,-1531,13822,-3585,-730,10742
1279,-1889,14316,-3857,-641,10236
1279,-2738,14806,-4132,-1235,9726
1275,-1698,14830,-4196,-1273,9467
765,-1268,15069,-3937,-1467,9212
255,-1299,15348,-3730,-1433,8927
255,-1809,15356,-3665,-1467,8702
-594,-2594,15077,-3571,-1377,8415
510,-2009,15101,-3235,-1228,8171
1020,-1331,15356,-3155,-1371,7663
510,-1674,15583,-2678,-1377,7671
164,-1993,16109,-2566,-1273,6903
16,-2152,15826,-2198,-1212,6631
255,-1212,15077,-2115,-1130,6137
56,-2821,14838,-2069,-1027,5881
765,-2168,14822,-2120,-1361,5101
765,-2001,15069,-1985,-1307,4591
510,-2371,14806,-1953,-1409,4090
765,-2551,14838,-1825,-1433,3831
1530,-1881,15575,-1873,-1483,3068
176,-1578,15061,-1617,-1491,2805
132,-2041,15818,-1507,-1601,2303
765,-2467,15077,-1291,-1570,2044
1020,-1666,15316,-1235,-1665,1791
510,-1570,15316,-973,-1610,1279
1020,-3057,16575,-857,-1465,1279
2040,-4260,16360,-279,-1618,2047
2303,-3714,16360,246,-2693,2041
765,-3459,16328,511,-2802,2041
255,-1833,16332,1020,-2837,2047
255,-2371,16113,1530,-2913,2303
1020,-1060,13053,1789,-1754,2303
3327,140,10487,1785,1020,3327
7411,-562,10200,198,2807,3579
5869,-2738,10487,-1170,1020,3582
5614,-2674,11770,-2182,-598,3315
2805,-1961,13021,-3473,-1427,3319
3068,-1100,13567,-3491,-1098,2558
255,-662,14316,-3569,-403,2047
1275,-562,15850,-3523,255,1530
255,-670,15583,-2833,1279,1530
-387,-451,15101,-3153,138,1531
1785,-1156,14830,-3187,510,1531
1785,-1339,14543,-2949,767,1275
1530,-2120,14822,-3153,255,765
1275,-658,14567,-3138,765,510
510,-1809,13308,-2469,3319,255
255,-1793,14332,-3265,2303,-785
2044,-690,22189,-391,-3122,-825
2550,-514,15834,236,2047,-889
-267,-447,17149,765,-469,-1068
-961,255,12244,253,1530,-1483
-1068,510,13037,-573,1785,-1665
-674,510,15818,-558,767,-1586
-821,-730,14316,-257,64,-1577
-1268,-459,15567,-885,511,-1761
-973,-594,16344,-271,-407,-1769
-339,-829,11993,-833,1279,-2535
-1491,255,12495,-1729,1279,-2625
510,-650,17404,-769,-1658,-2977
-451,765,14296,-1209,-582,-3777
255,765,14591,-1217,2,-4106
255,-554,14296,-1083,-649,-4065
104,-1036,13802,-1529,-597,-4353
208,510,17404,-1345,-2533,-4559
-777,255,14567,-1577,-463,-5481
-1443,510,14806,-1467,-1107,-5601
-2196,510,14806,-1172,-1107,-5601
-2343,-403,15101,-1737,54,-5611
-2339,-379,15591,-709,255,-5547
-3124,765,15603,-439,-313,-5505
-2582,112,15356,-459,226,-5387
-2152,-853,14025,-594,124,-5282
-2248,-686,15571,-993,-1100,-5356
-1323,-897,16117,205,511,-5346
-1164,-1132,13308,217,244,-5314
-1013,-1244,14575,-849,-589,-5226
140,-865,13822,-1169,-411,-5124
-857,-475,14543,-1209,-337,-4773
-662,44,15810,-765,-518,-4519
255,140,16085,-419,67,-4033
-698,-626,14591,-355,-295,-4001
255,20,13547,-989,-694,-3905
255,196,14284,-1379,-489,-3810
255,-275,14045,-1570,-566,-3794
510,32,15348,-1220,200,-3714
510,765,17149,-561,-673,-3777
1275,255,15579,59,180,-3825
765,510,13822,-533,-277,-3985
765,-407,13515,-629,188,-4001
1534,510,15563,-833,-638,-4065
1020,-562,14559,-574,255,-4238
72,510,15053,-665,-742,-4292
-463,765,14790,-817,-653,-4265
-602,510,14296,-945,-397,-4196
-1108,765,15093,-933,-265,-4033
60,-738,14284,-905,-329,-3889
-929,-487,13818,-1005,-471,-3665
-1260,-945,14077,-1313,-459,-3537
-1036,-347,15818,-1337,-277,-3537
-1403,-626,15085,-837,203,-3730
-1451,-881,15300,-538,100,-3425
-1570,-1881,14814,-730,255,-3156
-423,-1451,13790,-901,-305,-2961
510,108,14798,-1297,-379,-2993
136,-507,14300,-1297,-355,-3092
255,68,15061,-1146,-273,-3061
255,765,14583,-1073,-417,-3105
510,255,15101,-973,-407,-3092
510,-387,15045,-837,-375,-3057
-315,212,15045,-746,-487,-3268
144,765,15308,-745,-530,-3441
-869,144,14583,-845,-537,-3441
-869,144,14583,-845,-537,-3363
-586,200,14798,-654,-411,-3316
-570,-618,14312,-693,-554,-3235
510,-439,14790,-705,-477,-3139
510,-439,14822,-577,-461,-3156
255,-1044,14790,-562,-509,-3186
255,-499,15053,-361,-545,-3219
255,-491,15077,-349,-569,-3140
510,510,15077,-431,-709,-3122
510,-1052,15077,-377,-738,-3249
765,-395,14838,-534,-797,-3331
-351,-785,14535,-485,-765,-3395
255,-363,14830,-497,-817,-3411
510,-730,14559,-614,-805,-3331
765,-419,15300,-301,-581,-3377
765,84,15563,37,-329,-3329
255,-849,15085,35,-475,-3250
255,-1212,14830,182,-517,-3283
255,-897,15053,156,-491,-3298
176,-1475,14790,237,-433,-3220
255,-1076,14332,129,-529,-3265
164,-925,14543,51,-347,-3361
765,-590,14830,162,-341,-3427
765,196,15069,176,-337,-3475
1020,255,14591,186,-313,-3411
212,255,15101,148,-369,-3443
765,765,15069,53,-313,-3539
1020,255,14798,-289,-361,-3425
765,-471,14296,-379,-518,-3457
1020,104,14041,-649,-545,-3425
1020,255,13790,-742,-614,-3427
510,-1244,14284,-1005,-457,-3491
255,140,13822,-1139,-526,-3393
255,510,14316,-1281,-431,-3377
765,-598,14073,-1395,55,-3409
765,-455,14798,-1593,139,-3329
255,255,14077,-1777,167,-3298
255,92,14583,-1721,255,-3233
-618,-714,14543,-1754,255,-3299
765,-666,14296,-1753,255,-3249
255,-949,14296,-1905,255,-3314
765,140,14838,-1905,255,-3425
1020,28,14822,-2041,255,-3441
765,-885,14061,-2181,255,-3586
510,-781,14045,-2401,510,-3777
1020,104,14543,-2578,510,-3841
765,16,13802,-2677,765,-3905
1020,255,18424,-2353,-750,-3905
1530,-574,17595,-1089,510,-4033
1020,-809,17149,102,23,-4198
765,765,16575,765,765,-4353
1279,-335,11511,-457,765,-4232
255,765,13053,-1345,-257,-4423
510,-730,14316,-1770,-1865,-4547
1020,-479,17085,-1769,168,-5929
1530,-909,15061,-590,-877,-6629
510,-646,14284,41,-594,-7362
1789,80,13308,59,255,-8543
2040,-769,13308,-985,-726,-8917
2303,-714,15077,-1299,-754,-9436
765,-367,14814,-1225,-578,-10837
1020,-327,15324,-805,-598,-11457
1020,216,15085,-573,-682,-12870
2558,-1124,13005,-1121,-813,-13249
1275,-678,14041,-2197,-925,-13507
-550,-789,16575,-1097,-1252,-14025
765,-2658,15575,86,1275,-14978
1785,-347,17599,255,765,-15555
1275,1020,16069,1021,-801,-16321
2040,-1634,14332,511,255,-16817
2303,-1451,11005,-487,765,-16795
1789,-933,12798,-2025,-1185,-16930
765,-1578,16093,-1873,-313,-17835
-857,-1260,16830,-678,255,-18440
1279,-1738,16830,9,255,-19233
1020,-742,15579,767,-415,-19604
24,-1355,14535,767,114,-19859
1279,-1291,13563,765,765,-20130
2550,-1283,11738,-1305,-429,-19843
255,-937,15061,-2099,-1066,-19986
255,44,15587,-1473,-269,-20353
1020,-929,17085,-937,-443,-21253
510,-2355,14591,-451,-301,-21381
510,-259,14332,70,-421,-21539
-1722,-1459,16639,255,1020,-21381
-666,-427,15300,58,767,-20369
-3331,1530,13308,-617,-689,-19489
-6180,2813,14575,-641,-941,-18465
-8400,2558,14798,-602,767,-15554
-8344,3829,15603,-629,255,-13897
-7109,4351,14822,-590,-805,-10641
-6184,3068,14559,-1074,-753,-9037
-3507,2805,14073,-1169,174,-6854
-2327,255,15324,-1497,48,-6344
255,-1180,14073,-1618,-734,-6376
2550,-2981,13567,-1953,-1145,-6338
3327,-3156,13818,-2274,-269,-5507
3829,-3762,14814,-2833,-941,-5217
1534,-3762,14077,-3137,-1124,-4065
510,-3347,14583,-3457,-1041,-3411
180,-2706,14559,-3411,-1092,-2033
-821,-2853,15348,-3347,-1044,-1393
-311,-1897,14798,-3090,-1065,110
-1228,-2228,14591,-3090,-897,510
72,-2566,14798,-2821,-873,1022
255,-1068,14591,-2837,-861,1023
765,-411,14328,-2849,-933,1020
1275,1275,14583,-3313,-977,1020
765,1020,13567,-3681,-1241,255
765,2044,13547,-4842,-1441,-325
1020,-961,13535,-5346,-1666,-405
208,255,14280,-5825,-1745,2
-566,-1523,14280,-5769,-1785,179
200,-1188,14790,-5706,-1721,511
-359,-1586,15348,-5250,-1673,510
255,-1140,15559,-4965,-1521,510
1275,-793,15567,-4265,-1323,510
510,-1172,16109,-3251,-291,510
510,-1730,16368,-2469,-335,510
1275,-1244,15866,-1745,221,765
2040,-1188,14846,-1753,4,767
2303,-965,15340,-1801,-361,765
2303,-574,15069,-1657,-391,765
1530,-821,15591,-1491,-373,510
252,-618,15332,-973,-257,511
255,-1762,15061,-602,-369,510
255,-1276,15101,-349,-459,511
212,-993,15567,240,-353,510
1279,-1204,15085,229,-465,510
144,-1531,14559,255,-427,510
510,-1793,15045,179,-507,767
255,-2997,15061,190,-525,1279
255,-2551,15316,222,-505,1787
-586,-1937,14806,255,-582,1534
510,765,15101,255,-682,1275
-299,-1132,14798,255,-609,1275
-307,-427,14591,255,-521,1279
-734,-439,14296,-507,213,1535
510,-1849,13802,-917,-545,1787
128,-1658,14332,-1417,-455,1534
255,-511,14838,-1433,-479,1531
510,-1108,15587,-1234,-277,1787
510,-1451,16093,-433,-409,1785
1279,-2017,14567,-605,-263,2040
510,-2355,14041,-658,-285,2303
510,-1339,14798,-637,-337,2559
765,-1793,15045,-473,86,3071
765,-1467,15838,59,124,3315
765,-1403,15826,173,99,3578
112,-343,15061,255,255,3319
765,-610,15559,767,255,3063
510,-598,15101,1021,511,3061
1534,-1331,15085,1020,255,3069
255,-1092,15045,1279,510,3069
1275,-706,15308,1279,767,3060
510,-1841,15340,1279,1022,3315
1279,-1778,14591,1787,767,3839
510,-1268,15555,2040,765,4082
1275,-2072,14806,2303,1023,3837
1530,-957,15866,2813,1023,4082
510,124,15834,3062,1022,3837
1020,510,15583,3319,1279,3837
1020,-1451,16344,3571,1279,4082
1530,-1626,15069,3575,1275,4861
510,-1507,15324,3831,1275,4847
255,-1013,15045,3835,1279,5101
510,-873,14567,3837,1279,4591
-383,1279,13790,3583,1023,4351
255,1020,13308,3069,765,4090
-594,1020,14041,2295,511,3835
-407,765,13037,1785,511,3833
-698,-335,14045,1275,255,3582
-503,208,14559,1022,255,3583
-471,-1172,14041,510,255,3833
248,-698,15077,255,255,3583
765,-1196,15077,255,255,3571
116,-857,14790,255,255,3578
-463,-339,15356,212,255,3570
-403,184,14575,255,244,3579
-710,-941,13786,-389,202,3570
-303,-275,14559,-653,121,3575
-483,-1260,13802,-869,130,3839
-391,-762,14296,-1267,128,3583
-283,255,13515,-1513,190,3827
255,-1036,14332,-1753,175,4335
-706,-2774,14583,-2132,93,4606
255,-2487,14025,-2487,82,5102
-570,-1499,14057,-2629,81,6139
44,-1634,14025,-2833,-259,6909
-491,-1523,14332,-3025,55,7419
-399,-271,14284,-3105,38,7395
-371,255,14575,-3220,-271,7663
-471,36,14543,-3363,-357,7666
1530,510,14077,-3425,-413,7663
510,510,14551,-3523,-521,7923
765,510,15607,-3634,-530,8447
132,-769,15069,-3665,-606,8959
1534,-1068,14559,-3633,-479,8447
48,-3571,14535,-3585,-538,8447
255,-1475,14814,-3489,-379,8447
1020,-1268,15053,-3457,-499,8703
1020,-586,15077,-3075,-403,8671
510,-1658,15563,-2885,-433,8181
765,-1722,15846,-2391,-309,8182
144,-1801,15579,-2149,105,8172
765,-1618,14814,-1793,203,8447
-335,-439,14591,-1569,255,8183
255,255,14838,-1481,255,7141
1020,1279,14846,-1345,255,6630
1534,2044,15069,-1427,255,6124
765,1530,14798,-1417,255,5102
1020,1275,14551,-1545,24,4847
1020,216,15332,-1626,21,4095
765,255,15069,-1625,-285,3570
510,1020,14316,-1593,-461,3071
-682,2040,13806,-1618,-409,2295
-1228,1785,14077,-1809,-401,2045
-586,-1140,14575,-1993,-353,1787
255,-1491,14798,-2135,-383,1789
765,-1714,15061,-2009,-581,2042
765,-813,15053,-1929,-661,2043
510,255,15077,-1505,-733,1787
1279,-586,14567,-1331,-713,1530
255,-722,14583,-1124,-781,1534
255,-347,14041,-953,-773,1530
1279,-1076,14790,-949,-917,1534
1020,-1602,14814,-993,-969,1785
1275,-2244,14583,-897,-969,2550
1020,-2981,15053,-1092,-1005,3327
255,-3586,14559,-1052,-1172,4335
255,-1443,15053,-989,-981,4606
-295,-901,15077,-917,-801,4845
510,-2674,15559,-993,-961,5867
255,-1467,15093,-973,-957,6125
255,-1387,14045,-1042,-973,6638
510,-1953,14077,-1154,-1021,6911
765,-435,14814,-1233,-1066,6909
765,-546,15053,-1347,-1115,7165
1020,510,15069,-1251,-1066,7407
255,765,14806,-1204,-1074,6895
255,510,14798,-1052,-921,6375
510,1530,15045,-981,-745,5614
510,1020,14551,-1013,-765,5610
176,132,14280,-1051,-670,5611
255,510,14029,-1066,-610,5359
224,1275,14567,-837,-701,4847
510,1020,14559,-813,-601,4845
255,1020,14806,-609,-594,4351
1020,510,14300,-441,-653,4081
765,-642,14029,-395,-475,4083
765,-546,14280,-375,-403,3827
510,-263,14312,-465,-321,3579
1534,-1204,14798,-658,-275,3570
1534,-630,14806,-642,-421,3582
1534,-642,14806,-706,-325,3827
255,765,15101,-701,-461,3315
-893,255,14567,-717,-357,3068
-391,510,14798,-766,-447,3060
-678,20,14300,-833,-459,2551
-789,510,14551,-1068,-529,2295
765,-1052,15101,-1145,-553,2303
1020,224,14798,-1005,-433,2041
1020,224,14798,-1005,-433,2046
1020,-837,14806,-789,-381,2046
180,-758,14057,-626,-329,1785
-869,-1140,14822,-279,165,1787
-789,-1252,15854,114,160,1785
-626,-734,14790,255,163,1785
-546,-758,15093,511,255,1787
-419,-777,14838,510,255,1791
-303,-777,14838,510,255,1791
-407,-1164,15308,765,510,2043
510,-291,14296,765,510,1787
510,176,15085,765,511,1530
255,-873,14551,511,255,1530
765,-1252,14830,767,216,1531
510,-307,15300,767,228,1279
255,-993,14806,511,59,1279
255,-483,15077,767,178,1534
-606,-355,14806,767,49,1275
-483,68,14559,767,110,1535
510,148,15053,765,75,1791
-335,148,15053,511,75,1791
510,-578,15332,511,20,1785
1020,-259,15308,510,-405,2046
1275,-507,15563,510,-550,2303
1020,255,15316,511,-773,2303
255,-1028,16639,510,-1481,2559
510,255,16575,510,-1857,2805
765,255,17340,765,-2321,2813
1020,255,17149,765,-3090,3063
1530,255,17404,767,-3441,3063
1530,255,16639,1023,-3921,3063
1530,24,17149,1275,-4587,3061
1789,255,16894,1275,-4961,3069
1275,255,17149,1535,-5348,3060
1534,-479,16639,1534,-6089,2813
1534,255,16830,1789,-6437,2551
765,-359,16639,1791,-6977,2295
2295,-750,16109,2040,-7201,1787
1789,-463,15324,2303,-7425,1534
1275,765,15858,2550,-7906,1279
2295,-550,15870,2813,-8033,1020
1530,255,16085,2807,-8334,1021
1279,255,15316,3060,-8533,511
255,-941,15838,3319,-8778,510
160,-546,15611,3319,-8961,510
255,-2180,15607,3578,-9117,510
-977,-1092,15563,3825,-9177,511
510,108,14790,3831,-9236,510
-323,-1068,14280,3839,-9227,511
255,-1411,13770,3574,-9177,511
-594,-1084,14057,3319,-9306,510
-379,84,14316,3069,-9282,510
-857,-917,14077,2813,-9346,511
510,-1499,14575,2551,-9290,511
72,510,14045,2295,-9361,255
28,-746,14300,2295,-9345,255
765,-913,15085,2303,-9308,255
2044,255,15069,2044,-9428,255
2303,116,15340,1785,-9539,255
3060,-1052,15575,1534,-9737,255
3570,-666,15045,1531,-10248,255
3319,-953,15810,1534,-10631,255
4088,-626,16328,1023,-11412,255
4845,-722,17595,1022,-11922,510
4084,-754,17595,765,-12621,511
3825,255,17404,767,-13962,767
2813,-646,18424,767,-14659,767
3060,255,17914,765,-15362,767
3833,-793,17663,765,-16785,1023
3837,-1116,17659,511,-17572,767
3323,765,17340,510,-18993,765
2303,510,16894,511,-19729,767
2813,100,18109,510,-20241,767
3327,-375,17085,510,-21507,767
3825,-1228,16830,511,-22185,767
3837,44,17340,765,-23174,765
3068,148,16101,511,-23587,255
3574,255,15838,767,-23969,251
3829,-514,15340,767,-24321,255
4092,255,14284,1021,-24586,10
4084,765,14790,1023,-24577,-433
3578,1275,15356,1021,-24855,-766
1785,-1586,15053,1530,-25218,-335
3068,-1809,13515,2043,-25229,-305
2813,-1969,13567,4591,-25357,765
4335,1275,15340,5359,-24225,255
3315,1534,14061,5869,-24481,-437
1275,2040,13037,5118,-24449,-283
2295,1534,12782,4591,-24194,50
2813,1789,12495,3327,-23969,89
3060,1020,11770,2550,-23461,255
6383,765,11766,1535,-23170,255
6136,-299,12017,1023,-22915,255
3578,1279,13515,765,-22533,75
3068,1789,13790,255,-22409,33
3582,1020,13260,-317,-22058,255
3582,1275,12527,-1188,-21897,511
3574,765,13053,-2193,-21257,1279
5355,765,13308,-3106,-20615,1534
5355,765,13308,-3106,-20615,1530
3323,240,13005,-3443,-20241,1531
3582,2813,11997,-3937,-19713,1530
3060,1530,12543,-4049,-19361,1530
3837,2044,12798,-4395,-18582,1785
5865,1534,12280,-4846,-18193,1789
6630,1020,12017,-5061,-17459,2044
6885,-371,11766,-5379,-16941,2042
6638,255,11252,-5547,-16129,2295
6136,255,11483,-5929,-15809,2046
6383,1020,13053,-5985,-15426,2046
7917,1020,13005,-6025,-15489,1791
8702,-1570,12543,-6081,-15427,2044
9435,-1451,11997,-6121,-15490,1785
8447,510,11005,-6113,-15237,1020
9212,510,10997,-6182,-14982,767
8415,765,10710,-6369,-14401,255
7395,510,10463,-6945,-13898,20
7913,0,10973,-7137,-13121,-451
7415,255,11220,-7489,-12941,-742
7164,1020,12029,-7585,-12938,-913
7921,765,11993,-7714,-12289,-829
8164,220,11993,-7396,-12241,-785
8160,-511,13037,-7169,-12097,-753
9212,-1013,12798,-6854,-11985,-693
9694,-662,12276,-6821,-12049,-829
8670,255,12511,-7045,-12161,-873
10455,-785,12240,-7141,-12364,-869
9981,-1570,11774,-7457,-12623,-701
10495,-1172,12511,-7619,-12933,-881
9977,510,13519,-7521,-13380,-993
10750,255,12798,-7523,-13513,-597
10487,-1387,11742,-7393,-14281,-582
10236,64,11005,-6885,-14153,-769
9180,255,10965,-6753,-13961,-741
8670,-463,11483,-6342,-13771,-467
8702,-1156,10710,-6248,-13643,145
8670,-1562,10236,-5993,-13057,767
8670,-1116,10463,-5953,-12549,1021
8702,104,10200,-5953,-11906,1022
8180,510,10200,-5929,-10769,1020
8925,510,9471,-6049,-10309,1021
9212,84,8925,-6057,-9283,1022
9694,-411,9981,-6212,-8989,767
9180,-594,9977,-6374,-8272,765
9977,144,10232,-6342,-7906,767
9945,255,10710,-6310,-7651,765
9467,-514,10742,-6306,-7235,767
9945,-1084,10750,-6275,-6949,767
10495,-1220,11252,-6184,-6693,767
10487,255,10973,-6152,-6497,765
9694,-602,10718,-6210,-6121,767
9981,255,10495,-6146,-5761,510
9977,-550,10495,-6180,-5385,510
9180,-399,10973,-6147,-4841,255
9726,-781,10742,-6277,-4645,176
11519,-1451,9981,-6371,-4324,255
10455,-1515,10200,-6439,-4294,255
10997,-833,9981,-6403,-4135,255
11220,-945,10710,-6435,-4033,510
10965,-1387,11730,-6121,-3746,511
10232,-1387,11730,-6121,-3746,255
9694,-451,12021,-5738,-3634,255
10455,-323,11515,-5449,-3649,255
10200,-1427,10997,-5124,-3425,255
11228,-2025,11479,-4997,-3363,198
10487,-1801,11734,-4650,-3236,179
9977,-2072,11252,-4485,-3122,-321
10495,80,11730,-4271,-2710,-554
10232,-546,11993,-4001,-2485,-1172
10200,-526,11483,-3761,-2209,-1467
9471,-921,12017,-3633,-1953,-2052
9180,255,11766,-3233,-1761,-2323
10742,255,10965,-3013,-1753,-3106
10495,255,12527,-2581,-1513,-3457
11005,-817,12284,-1969,-1433,-3921
10997,-1307,12248,-1658,-1281,-4033
10710,-3220,12527,-917,-1186,-4001
10463,-2610,11774,-570,-897,-3633
9945,-2407,10997,255,-741,-3393
9690,-1809,11252,255,-353,-2705
8925,-3395,11005,510,190,-2261
8957,-3300,10200,765,510,-1937
8415,-2742,9945,767,1021,-1098
8670,-4523,9212,511,1279,-573
8164,-3810,8164,255,2047,111
9435,-2917,7395,111,2559,765
9435,-1937,8447,-1066,3063,767
9471,-2451,9439,-1473,4081,1022
9212,-1546,9977,-2017,4845,767
8925,255,10236,-2161,5883,765
9945,-797,10742,-2165,6126,767
9439,-1778,9977,-2232,6383,767
9212,-2072,10455,-2180,6646,1023
9439,-1339,10455,-2009,6654,1534
9726,-1196,10200,-1897,6893,1531
10236,-538,10965,-1601,6885,2040
10455,-738,10750,-1155,7156,2046
10236,-1028,9945,-885,7157,2044
10204,-1172,10997,-389,7651,2042
10495,-1140,10997,121,7935,1785
10495,-1268,11770,255,8415,1785
10973,-1148,10495,510,9180,1531
10718,-654,10204,1279,9435,1275
10200,-933,10973,1279,9212,1022
9722,-722,10200,1275,9439,1023
9212,-662,10742,1022,9726,767
9467,-686,11252,1023,10202,765
9180,-730,11228,1279,10710,510
9180,-1001,11519,1535,11253,510
8957,-1650,11734,1789,11774,510
8172,-1889,11220,2295,12543,765
8702,-1387,10750,2551,13037,765
7140,-2614,10487,2807,13567,1020
7921,-2088,10965,2805,14332,1535
7399,-2614,10455,2558,14830,1534
7921,-2072,9722,2295,15871,1791
7140,-1714,9180,1785,16370,2040
6638,-805,9694,1534,17854,2042
5100,-2786,10236,1534,18367,2551
7921,-3204,11005,1787,19643,2807
7925,-1801,9690,1785,20153,2815
7933,-2503,10236,1275,20655,3068
7148,-2837,10710,1020,21245,3315
6638,-2292,10742,103,21245,3571
7666,-1969,10965,-501,21759,3582
8670,-3140,11228,-573,22249,3570
7905,-2913,11734,-549,22719,3831
8670,-2965,11483,-387,22775,4084
7929,-1786,11507,37,23293,3839
8957,-2276,12021,-261,23277,4092
8925,-1778,11734,-415,23038,4092
9212,-1690,13021,-581,23038,4088
9180,-1730,12280,-1050,22271,4089
7674,-1371,13563,-1403,21951,3829
9435,-1459,14029,-1569,21484,3579
8702,-463,13790,-1593,21247,3319
8957,-562,14551,-1585,20411,3070
8957,-941,13531,-1666,20217,2807
8447,-674,13806,-1634,19699,2551
7674,-1092,13774,-1666,19447,2303
8447,-893,14077,-1729,18870,2295
6893,-307,14332,-1665,18623,2303
6375,-1379,14567,-1521,18169,2041
6391,-1403,14830,-1385,17855,2047
5865,-973,15053,-1068,17599,2041
6399,-1124,15316,-710,17151,2303
5881,-1299,14838,-341,16639,2303
6399,-1706,15061,-309,16345,2550
5626,-1531,15085,-451,16073,2550
4335,-1825,14583,-670,15579,3069
4088,-1706,15085,-833,15343,3061
3825,-1028,14790,-921,15101,3062
3825,-2343,14280,-873,15095,3327
2805,-2849,15340,-653,14799,3829
3829,-3156,15077,255,15055,4095
4335,-2033,15053,511,15061,4335
4335,-1323,13790,510,14815,3829
3323,-1586,14045,240,14591,3831
4080,-1395,13519,-561,14567,3570
4084,-1531,13547,-1347,14567,3582
4606,-2056,14073,-1481,14567,3327
4351,-1068,14284,-1122,14815,3070
3574,-1666,15077,-1005,14806,2805
4092,-1387,14332,-598,15079,2815
4351,-817,15069,-505,15061,2815
3833,-1283,14790,-455,14846,2558
4606,-1140,14798,-522,14798,2815
4606,-1722,15053,-455,14567,2813
4084,-1068,14567,-393,14332,2550
4351,-785,14583,-315,14312,2559
5610,-714,14551,-526,14077,2303
4590,-1236,14543,-821,14061,2303
5100,-789,14814,-905,13774,2046
5359,-893,15085,-1057,13531,1791
4606,-1546,15316,-1050,13023,1535
2813,-1841,15356,-1107,13037,1535
2550,-1507,15356,-1107,12527,1535
2040,-1809,15093,-1250,12495,1534
2303,-1626,15077,-1273,12243,1789
2303,-1714,15348,-1585,12274,1785
2295,-1873,15077,-1689,11771,1791
1785,-2120,15324,-1793,11738,1531
2040,-2311,14567,-1857,11515,1531
2295,-2821,14567,-2118,11487,1531
1789,-3268,14077,-2025,11483,1279
1789,-2009,15300,-2179,11479,1279
1020,-2084,15101,-2135,11253,1021
2558,-2487,15356,-2214,11230,1021
1020,-1706,15324,-1905,10718,1020
1020,-1706,15324,-1905,10718,1022
765,-1809,15842,-1786,10710,1022
1279,-1937,15559,-1577,10463,1022
765,-1419,15587,-1554,10463,1023
255,-2435,15555,-1529,10203,1023
1020,-1411,15053,-1435,9951,765
765,-2025,15324,-1523,9983,1021
1275,-1523,14846,-1515,9951,1022
1279,-2088,14575,-1682,9977,767
1534,-2180,14543,-1722,10235,767
2044,-1873,14312,-1913,10236,510
765,-2017,14073,-1921,10455,511
1020,-1969,14061,-1865,10495,511
765,-2025,13567,-1865,10750,255
