ACC_X,ACC_Y,ACC_Z,GY_X,GY_Y,GY_Z
252,-686,14822,2295,510,255
255,-1538,14806,2815,510,226
1020,-913,15332,2559,510,213
-817,-925,15300,2551,511,255
510,-821,14300,2550,511,255
255,255,15077,2303,510,255
-594,-1076,14575,2551,510,511
255,-734,14551,2303,765,510
104,92,15093,2558,510,510
-439,-909,14280,2295,511,511
255,-1060,14838,2303,765,511
510,-566,15053,2047,765,511
204,-1116,15093,1789,765,511
-574,-606,15061,1785,767,510
510,-742,15324,2042,765,510
252,68,15069,2046,767,510
16,-686,14806,2550,1022,767
-762,-562,14543,2550,1023,767
510,-845,15045,2551,1023,510
-263,-702,15069,2558,1275,511
1020,-1570,14559,2813,1279,511
255,255,14822,3062,1275,245
255,-897,15093,3327,1279,222
510,-467,15599,3319,1279,74
510,-825,15077,3583,1531,-259
1275,-319,15587,3825,1531,-909
255,1020,16097,4591,2047,-1401
765,255,15858,5102,2303,-1681
1020,-817,14838,6375,2303,-1706
8,-933,14838,6646,2303,-1554
40,-530,14830,6647,2551,-1305
-789,-785,14559,6901,2303,-1260
-805,510,14822,6639,2303,-1115
-447,510,14846,6895,2558,-769
255,-1291,14790,6911,2558,-542
-503,-1140,15085,6901,2558,63
-399,-419,15348,6655,2550,116
-1084,765,15316,6895,2558,74
4,255,14806,6903,2551,23
-674,-678,14583,7159,2558,120
76,-777,14575,6909,2558,196
-530,-1459,15069,6911,2558,255
76,-1180,14559,6885,2303,511
-885,-371,14575,6383,2303,767
-949,510,15069,6391,2295,765
-1068,1020,15324,6646,2303,765
244,1020,15838,7149,2295,767
510,1020,15348,7655,2550,765
255,255,15340,7917,2558,511
765,510,15324,8703,2559,765
255,510,14838,8959,2807,510
-383,1020,15101,8959,2558,765
108,1534,15045,8957,2559,767
1020,510,15101,9214,2558,767
236,1789,16101,9214,2550,765
200,1020,15607,9471,2551,510
1530,1275,16109,10236,2303,255
1275,1534,16575,10463,1787,255
1275,1789,17599,10999,1530,255
2550,2303,17918,11763,1279,189
765,2044,16894,9727,-1379,255
3068,2295,16639,10711,-689,227
2813,255,19890,13567,-1140,-381
1020,-817,23990,14073,-1259,-829
-283,4861,8925,8957,-3443,-565
510,765,17850,9949,-4547,-427
-1068,-1363,16894,10711,-5061,-481
-1419,236,15567,10997,-5697,-491
-1610,510,14814,11260,-5833,-614
-1626,765,15316,11255,-5866,-557
-1538,1275,15814,11479,-5794,-522
-1658,1020,15854,11743,-5281,-529
-1140,1534,15862,12511,-5162,-381
-2200,1020,16575,12511,-5218,189
-2578,-299,15858,13023,-5219,255
-2323,2044,14822,13292,-5219,510
-1730,1530,15587,13790,-5069,767
-1323,2040,14575,13563,-4298,767
510,3319,14798,13551,-3714,767
510,2550,14798,13807,-2865,1020
765,1785,15591,14025,-2581,1023
1530,3825,16575,14535,-2487,1022
510,2813,16830,15069,-2545,1020
255,3060,16830,15855,-2677,1023
-1268,3837,18105,16338,-2774,1275
-511,2813,19133,17914,-2849,1534
-379,2558,17340,18360,-2865,1789
1020,2303,18428,18169,-2817,2295
1279,3837,16830,17405,-3123,2550
2805,3060,16830,16575,-3300,3323
2040,4335,15846,15835,-3282,3575
2558,4606,17085,15871,-3217,3825
510,3315,17149,16109,-3075,4092
510,3315,17149,16109,-3075,4089
-2423,3319,16639,16105,-3491,3839
-2945,2813,15571,15867,-4489,3315
-2311,4080,14029,15332,-4933,3315
-1897,4080,12244,14815,-5220,3323
-2515,2295,11252,14073,-5121,3319
-2391,3315,9726,13802,-4846,3323
-2515,4351,9726,13310,-4304,3071
-2770,4845,9467,13053,-3969,2813
-678,5100,9977,13053,-3698,2558
-730,5116,12272,13021,-2917,2046
255,6140,14312,13055,-2419,1789
44,5630,16639,13293,-1491,1530
156,6630,17149,14798,-941,765
510,6893,17850,15340,255,510
92,7411,20926,16330,767,-309
765,7917,21691,17087,1279,-626
-443,7929,21420,19125,2295,-1050
255,6909,21500,20223,2558,-1577
510,7650,21181,22203,2805,-1841
765,7164,19711,23031,3327,-2166
1020,5881,18870,24767,3323,-2246
1530,5869,17663,25535,3315,-2385
2303,5869,17085,26363,3060,-2757
2295,6399,15854,26585,3062,-2929
3327,5626,15607,26333,3063,-2789
3068,3582,14316,25851,3061,-2519
2813,3582,14025,25279,3062,-1538
2805,4351,13021,23540,2295,-861
1789,6391,10495,22522,2040,255
2303,6124,7905,15827,1279,1021
1534,5881,11220,16367,510,238
2813,8415,15559,18687,1279,767
2558,10204,14567,17663,1275,1275
510,8184,13037,16374,765,1275
1279,5885,13551,14815,767,1535
510,6630,14045,15045,255,1789
-1100,7148,14316,15587,255,2295
-1419,8168,14061,15867,241,2295
-1252,8168,12252,15603,-261,2295
-1180,8168,11993,15603,-419,2047
-315,8447,10710,15555,-533,1785
255,7164,9726,15615,-479,1791
510,7395,8176,15583,-625,1785
765,7662,8670,15319,-738,1534
1275,8925,8176,14583,-869,1535
510,8670,8415,14559,-953,1530
510,8447,8957,14332,-1026,1275
255,8670,9726,14300,-1001,1275
-1116,8415,9471,14285,-1164,765
-1642,9180,8670,14791,-1387,510
-1212,9722,8670,14799,-1393,511
-622,9690,6893,14281,-1162,511
-479,8670,7415,13819,-989,255
-638,9467,7164,13567,-829,255
148,9435,7933,12798,-873,255
-634,8957,7658,12782,-1220,179
-271,9180,7164,13021,-1313,93
765,9180,6391,12254,-1475,-271
765,9435,6120,12250,-1521,-263
1020,8925,6646,12027,-1570,3
510,9694,7411,11511,-1546,152
80,8702,6391,11228,-1377,173
255,8925,7415,11005,-1162,255
40,9212,7662,9977,-929,255
765,8670,6630,9439,-489,510
-367,8925,5626,8927,-281,765
-355,9471,5881,7907,58,765
510,9722,5630,7159,116,767
1020,10204,5869,6654,-465,767
1020,9945,5614,6122,-573,767
1279,9722,5885,5118,-789,767
1275,9471,6136,4845,-1083,765
1275,10750,6391,4351,-1169,765
1275,10718,6383,3582,-1299,767
1275,11228,6901,3574,-1465,765
1279,10455,7674,3323,-1403,1021
2040,9945,7905,2813,-1554,1022
2044,10495,8164,2551,-1705,1023
255,10200,7411,2046,-1793,1275
765,10232,6646,1791,-2148,1279
510,10204,6399,1535,-2276,1535
510,10965,6893,765,-2545,1530
255,10232,6375,511,-2785,1535
765,10232,5881,186,-2885,1534
765,10236,5869,-387,-3300,1535
240,9981,5881,-718,-3457,1789
255,9726,5371,-1315,-3873,1535
255,9981,6646,-1609,-4290,1785
-279,8925,5355,-1857,-4682,2043
255,9949,5355,-2630,-5037,2041
1275,10973,5614,-2981,-5569,2295
255,10742,6124,-3379,-5642,2295
-690,11774,7140,-3585,-5411,2295
765,10236,7419,-3537,-5057,2046
-395,11228,8670,-3507,-3841,2047
255,10204,7925,-3505,-3633,2042
510,10236,7925,-3681,-3457,2042
255,10463,6901,-3841,-3298,2046
765,10487,6893,-4359,-3169,2045
255,9726,6391,-4738,-2949,2040
1534,9981,6391,-5515,-2853,1787
1275,10236,5885,-5985,-2645,1791
1530,10718,5881,-6753,-2535,1791
1534,9977,6391,-7009,-2403,1534
1530,10200,7140,-7298,-2194,1279
1530,10236,7933,-8001,-1569,1020
1534,10236,7933,-8001,-1569,1022
1020,10455,8415,-8411,-1235,1020
2040,9981,8925,-8577,-1013,1021
1275,10232,8925,-9049,-893,767
1275,10236,9212,-9361,-669,765
1785,9977,7658,-9882,-582,765
1789,8702,7909,-10073,-562,767
1789,8925,7917,-10452,-550,1023
3068,9439,7662,-11157,-637,1023
2805,8925,7164,-11523,-686,767
2558,9212,6391,-12495,-726,767
2040,9180,5885,-13006,-730,765
1789,8670,5375,-13705,-777,1023
1534,8160,4092,-15045,-881,1022
1020,7913,3323,-16001,-969,1534
510,8670,3060,-17937,-1081,1787
510,7929,2303,-18835,-1281,2045
510,7670,2805,-19761,-1419,2550
-586,6630,3068,-21923,-1658,2815
20,7156,3825,-22789,-1762,3068
510,7156,3574,-24353,-1753,3315
1020,7140,4845,-24963,-2025,3327
2040,6383,5355,-26113,-2116,3579
2813,6893,7164,-26759,-2515,3574
3060,7909,9180,-27158,-2566,3327
3315,6893,12782,-27141,-1977,3068
4092,8702,14567,-26266,-1385,2295
3570,8180,18364,-25489,255,2042
3582,8670,20468,-23554,1020,1531
4606,7164,21755,-22564,1787,1279
4861,8168,23205,-20769,2045,767
6399,8670,23998,-19857,1789,511
7395,8925,25755,-18961,1531,190
7913,9435,26333,-17193,1530,-383
8670,9180,25755,-16066,1275,-1202
8925,7925,24548,-14341,1535,-1689
9949,7423,23548,-13769,1791,-2449
8160,7654,21934,-13002,1789,-2913
6140,7678,17404,-12998,1535,-3666
5610,8160,14551,-13577,765,-3841
3068,6638,9981,-14209,510,-4109
3068,4845,8670,-15937,255,-4049
3060,4606,4351,-17041,242,-3681
3068,4335,2550,-19715,220,-3329
1789,3068,-594,-21166,-385,-2977
255,2550,-1395,-24449,-877,-2168
-1108,2813,-3013,-26258,-2033,-1793
-857,2558,-3363,-29834,-2531,-961
-849,1279,-3172,-31621,-3507,255
-1084,1275,-3029,32640,-3841,510
-1140,1275,-550,32640,-4814,767
-2790,510,-467,32640,-5666,1530
-3252,765,510,32640,-7425,2303
-3204,510,3825,32640,-8195,3582
-3778,148,6375,32640,-8770,3831
-2184,-431,11228,32640,-9037,5118
-1009,-953,14029,32640,-8985,5627
-678,-702,17850,32640,-8714,6631
0,-295,18878,32640,-8605,7151
1020,2044,20157,32640,-7651,7419
1534,4861,25245,32640,-5793,5881
1785,9467,32511,32640,2303,5355
4335,14790,32511,32640,9435,1275
232,14575,32511,32640,20149,-1505
-11476,6654,32511,32640,19703,-1089
-4686,-4873,31931,-19859,15607,1791
2295,-6913,31429,-11221,13053,5871
2550,-4292,25022,-10499,8671,6895
2295,4861,20926,-12177,7151,6639
1530,6140,15356,-13065,5375,5371
765,6136,15085,-14081,5355,4845
1789,4335,13551,-14089,5865,4093
2303,2303,13308,-13133,6391,3574
2040,255,13053,-12609,6646,3061
2303,-674,12495,-12292,6638,2558
1020,-869,10487,-12878,6138,2559
765,1020,9945,-14209,5881,2303
510,1279,9435,-17458,5883,2040
510,1279,9690,-18817,6140,1789
255,1530,10200,-20516,6655,1791
765,510,13519,-21417,8671,1789
-1084,-491,13519,-21505,8703,1535
-865,-1140,13774,-21257,8925,1535
-1323,-766,14543,-21761,8670,2044
-1419,765,14838,-22186,8165,2047
-1873,-682,14838,-22821,7917,2042
-2339,-773,14814,-22821,7659,2044
-1188,-514,16372,-21793,7931,2044
-1180,1020,17085,-20997,8415,2046
-626,1789,17918,-18817,8447,1791
104,1020,19898,-15555,8185,510
1789,2550,20974,-14465,8165,510
1789,2550,20974,-14465,8165,182
2805,2040,21484,-12930,7935,-614
2558,1789,20926,-9938,7395,-949
2558,1279,19962,-8467,6375,-1969
2044,3060,20735,-6089,5883,-2597
2303,3060,19639,-5097,4606,-3873
8925,3319,26042,-3507,2045,-4487
7650,1279,30919,-2419,-3025,-4293
3582,3578,20209,1022,-2817,-4681
3323,255,12021,2045,165,-5515
3574,-1499,13567,3061,1275,-6017
3578,-2913,15599,3323,2295,-5770
765,-3937,14029,3060,2043,-4778
510,-4208,12495,2303,1534,-4581
68,-3762,11260,1534,765,-3649
-483,-3905,11515,-706,255,-3122
-283,-5316,13260,-1913,-1132,-2742
224,-4559,12272,-4065,-1681,-1817
255,-3778,13260,-4774,-2305,-1577
-1379,-3331,14846,-5483,-2373,-1146
-1499,-3985,15814,-5569,-2065,-805
24,-2742,16639,-5258,-1897,-765
-921,-1945,16093,-5193,-1546,-582
-877,-2774,16639,-5025,-1409,-602
-690,-2296,14798,-4833,-1058,-429
-487,-3730,15356,-4495,-1009,-343
-853,-2726,14559,-4330,-789,31
510,-1889,14838,-3793,-629,24
255,-1451,15563,-3489,-473,-275
255,-2339,15316,-3091,-457,-325
510,-1634,14822,-2417,-291,-355
510,-1116,15093,-2054,-275,-419
1789,-1483,15061,-1857,-373,-469
510,-1610,14316,-1658,-337,-517
510,-1945,15300,-1363,-341,-447
510,-1180,14838,-1281,37,-499
1275,-1714,14830,-1131,-269,-407
510,-419,14575,-973,-341,-471
52,-1714,14284,-1059,-497,-425
510,-2467,14025,-1161,-369,-387
510,64,14073,-1235,-558,-407
255,-2068,14830,-1242,-613,-447
255,-1451,14057,-1107,-681,-518
255,-1570,15069,-1017,-609,-503
510,-1921,14830,-762,-662,-483
510,-1005,14798,-702,-557,-529
510,-2084,15077,-590,-593,-509
255,-1841,15348,-273,-463,-497
255,-1228,14583,113,-381,-546
-602,-2052,15045,255,17,-493
-459,-885,15069,510,126,-387
765,-1754,14583,510,68,-514
510,-901,14838,511,140,-518
-343,-1634,15077,510,191,-493
255,-1578,15348,510,110,-505
-379,-1491,14535,511,234,-419
255,-1475,15085,255,145,-483
510,-913,14790,255,187,-459
224,-1084,14551,255,191,-317
-275,-1451,14822,255,167,-359
255,-1379,14790,255,188,-343
765,-1036,15061,246,200,-279
765,-1562,14328,126,187,100
255,-3443,14567,-285,96,255
255,-1730,14057,-622,-359,511
255,-694,15101,-769,-313,510
255,-435,15340,-793,-299,255
255,-1546,15332,-861,-353,255
255,-1172,15053,-853,14,255
-487,-1411,14535,-726,72,255
510,-793,14316,-645,-257,229
255,-1028,15045,-642,161,127
510,-275,14300,-726,92,42
1020,-1507,15085,-670,53,48
196,-1068,14535,-805,143,21
-259,-642,14551,-853,37,20
765,-1009,14535,-857,84,-267
255,-1268,14543,-881,-259,-265
255,-1650,14846,-889,129,-285
236,-1212,14806,-977,49,-337
510,-821,15053,-877,3,-293
255,-965,14790,-949,19,-275
255,-2116,15077,-925,85,-271
-315,-1140,14806,-945,122,-361
100,-997,14798,-1043,92,-405
120,-1188,15093,-977,30,-303
60,-1212,15077,-909,94,-371
765,-1068,14806,-937,75,-321
-1140,-1148,15061,-985,108,-319
510,-1339,15316,-1021,150,-419
765,-1347,14846,-1041,213,-355
510,-1276,15077,-1058,255,-373
255,-762,15045,-1076,214,-343
765,-1116,14543,-1082,251,-357
-295,-2009,15085,-1025,255,-538
-710,255,15069,-813,255,-750
510,510,15324,-503,510,-1187
-499,-993,15077,-269,511,-1283
765,-638,15045,151,510,-1441
510,-1116,14559,221,765,-1633
1020,-471,15575,155,765,-1666
510,100,15069,146,1020,-1825
1020,-965,15810,117,1275,-1881
510,-877,15595,255,1535,-2009
765,-658,16372,511,2303,-2116
765,-909,17085,765,2550,-2274
510,-1220,16575,1020,3069,-2263
510,-1355,16639,1022,3837,-2327
510,-1722,17085,1020,4335,-2209
-283,-1634,17149,1022,5117,-2071
255,-1778,16332,1021,5615,-1873
765,-1499,17340,1023,6121,-1689
240,-2084,17085,767,7165,-1395
255,-2184,17914,1020,7915,-1283
-630,-901,17404,1020,8927,-1211
255,-1435,18424,765,9471,-1209
510,-499,17659,1021,10718,-1235
-499,-873,18173,767,11475,-1315
255,-1411,17663,765,11997,-1345
765,-706,18169,765,13551,-1353
510,-1355,17850,765,14061,-1329
-566,-1993,17595,765,15302,-1289
-678,-1674,17404,765,15563,-1106
765,-777,17404,765,16895,-985
255,-1674,17599,765,17342,-1025
255,-1578,16575,765,17914,-1036
765,-670,17599,767,18879,-1076
255,164,16894,511,19391,-1369
510,-522,18169,767,20414,-1523
116,-1379,17659,765,21183,-1697
-375,-511,17599,765,22265,-1778
510,-1156,18105,1021,22719,-1801
-367,-463,16894,1023,23271,-2100
-1100,-997,16575,1275,24227,-2242
-1523,-315,16101,1275,24501,-2453
-1108,-773,15818,1275,25343,-2421
-1562,-833,16093,1275,25534,-2373
-1307,-893,14798,1275,26015,-2180
-1825,-885,15300,1275,26361,-2228
-2164,-750,15356,1275,26775,-2148
-3156,-427,15085,1279,26775,-2145
-3411,-1411,15324,1275,27541,-2097
-3459,510,15555,1279,27827,-2087
-3252,-1315,16372,1534,28593,-2225
-2758,-921,15045,1789,29086,-2248
-3395,-522,14591,1789,29437,-2214
-2706,-1228,15615,1787,29899,-2178
-3172,-590,15077,1791,30351,-1929
-3411,-1395,14029,1535,30445,-1786
-2837,-1323,14280,1020,30651,-1355
-3379,-1738,13790,511,30668,-1154
-3523,-2343,12782,194,30667,-825
-3985,-1188,12252,-389,30143,-841
-3826,-678,12025,-893,30094,-745
-4236,-1076,11770,-1161,29405,-758
-4367,-403,11742,-1673,29071,-777
-5005,-825,10463,-1953,28082,-690
-4901,-1403,10487,-2435,27647,-530
-4710,-1443,10463,-2737,26617,-449
-5834,-1642,9726,-3090,26015,-550
-5985,-722,9694,-3172,24831,-597
-6882,-427,9977,-3252,24291,-614
-6467,-562,9435,-3234,23038,-750
-7874,-957,9439,-3045,21691,-742
-7427,-443,9180,-2993,20926,-701
-7137,-1092,8925,-2865,20215,-610
-8097,-857,8670,-2933,18870,-501
-8224,-1068,7921,-2917,18169,-479
-8451,-598,8188,-3009,16575,-475
-8328,-1499,8415,-2949,15818,-477
-8129,-1443,8168,-2945,14328,-597
-9177,-415,8447,-2662,13294,-673
-7523,255,7658,-2515,11507,-682
-8734,-905,7654,-2278,10710,-689
-7906,-1650,7917,-2227,8925,-581
-9284,-2033,7670,-2487,8161,-389
-9181,-1658,7913,-2503,6654,117
-9037,-2033,7921,-2375,5865,255
-9563,-1801,7670,-2232,4335,767
-9547,-1212,8447,-2132,3827,1021
-8722,-1554,8670,-2071,3069,1279
-9348,-1602,8670,-2114,2047,1534
-8451,-1084,8670,-2230,1531,1787
-8977,-1969,8415,-2405,511,2295
-9611,-2216,9180,-2609,149,2550
-8714,-2017,9981,-2658,-861,2813
-9483,-985,10455,-2722,-1259,3063
-9611,-877,11220,-2737,-1483,3061
-9491,-969,11734,-2738,-1529,3583
-9818,-1331,12495,-2597,-1249,3825
-8655,-1953,12495,-2389,-1013,4082
-8973,255,12244,-2276,-594,4351
-8651,-1188,12543,-1945,-311,4090
-8288,-857,13531,-1937,255,3835
-5124,-1817,14846,-1905,255,3315
-4778,-2307,16356,-1945,255,2550
-9420,-503,15332,-1395,511,1534
-9097,1020,14332,-889,1791,1275
-8838,2044,14300,-550,2558,511
-8539,1020,15583,229,4094,255
-8479,510,15842,255,4847,-471
-8224,-491,14798,511,5631,-630
-9428,-375,14535,767,6887,-773
-9475,204,13308,1023,7407,-925
-9802,-690,12798,1279,7921,-933
-8798,-590,11483,1023,8164,-1172
-10073,172,10997,765,8168,-1139
-8794,-965,9945,511,8186,-1185
-9675,56,10232,255,7927,-1249
-9428,-909,10232,-365,7662,-1297
-9161,-722,10200,-642,7166,-1252
-9236,-1467,10232,-917,6893,-1148
-9364,-530,9945,-1052,6375,-1193
-8591,-355,9467,-1098,5371,-1185
-8790,-514,9471,-1081,5100,-1163
-8352,-762,9471,-993,5100,-1163
-8583,240,10204,-985,4335,-1228
-8846,-682,9977,-905,4093,-1345
-8459,-722,9690,-722,3063,-1465
-8858,-558,9467,-598,2807,-1499
-8862,-869,9180,-347,1789,-1577
-8647,-335,9467,32,1275,-1459
-9539,-1092,9471,174,767,-1379
-9746,-1188,8957,157,-443,-1289
-9691,-897,9435,122,-877,-1371
-9244,-801,9467,193,-1713,-1329
-9754,-1483,9981,255,-2083,-1371
-9308,-1044,10200,510,-2435,-1377
-9667,-1116,9467,510,-3105,-1337
-9348,-746,9439,511,-3425,-1313
-9499,-1100,10232,765,-4618,-1252
-9045,-1116,9981,767,-4869,-1252
-9045,-1116,9981,767,-4869,-1196
-8834,-602,10232,510,-5130,-1203
-8790,-853,10204,767,-5515,-1164
-9105,-762,10463,765,-5697,-1081
-9619,-1204,10495,765,-6211,-1098
-9029,-1140,10463,510,-6405,-849
-8667,-961,9945,511,-7073,-765
-8527,-773,9471,255,-7457,-578
-8902,-1961,9726,117,-8161,-397
-8591,-1108,9949,-361,-8597,45
-9228,-2120,9212,-682,-9101,216
-8926,-1299,9945,-833,-9993,255
-8001,-1451,9945,-1092,-10519,255
-8926,-2280,10236,-1249,-11411,255
-7969,-1291,9690,-1481,-11906,255
-8208,-1172,9439,-1617,-12809,255
-8408,-311,9726,-1905,-13378,255
-8834,-1044,9981,-2098,-14217,255
-8416,116,10204,-2200,-14659,255
-8515,168,10455,-2294,-15361,199
-7587,-419,10236,-2307,-15811,41
-7842,255,10455,-2229,-16417,-325
-7045,-686,9180,-2196,-16799,-507
-8001,-766,9726,-2180,-17595,-669
-8097,80,10232,-2115,-18049,-809
-7396,44,9694,-2163,-19105,-821
-9029,-618,9726,-2165,-19604,-690
-9228,-562,9212,-2277,-20483,-642
-7300,-1124,9945,-2433,-20871,-534
-7009,8,10718,-2531,-21668,-522
-6599,192,11766,-2433,-21897,-538
-5985,-283,12244,-2325,-22305,-577
-6726,-937,13308,-2017,-22401,-801
-6945,-562,12284,-1857,-22441,-909
-5611,-1068,13021,-1673,-22441,-1009
-5706,510,14061,-1633,-22153,-1083
-5093,-1323,14077,-1427,-21931,-1123
-5001,-427,14300,-1218,-21668,-1154
-4877,-766,14280,-1005,-21285,-1313
-4232,-503,13535,-749,-21161,-1337
-5356,-1009,14814,-597,-21025,-1481
-5001,168,12766,-349,-21033,-1634
-3873,-562,13802,-313,-21125,-1633
-4292,-526,13547,76,-21289,-1666
-4487,-1762,13276,-367,-21514,-1674
-4834,-1722,12244,-381,-21803,-1586
-4495,-1299,12766,-574,-22153,-1561
-4136,-1881,12798,-614,-22817,-1457
-4583,-1459,12248,-817,-23425,-1355
-5188,-758,12240,-1129,-23841,-1194
-4081,-2451,11483,-1266,-24598,-1009
-4491,-1801,12021,-1649,-25485,-929
-3092,-1291,12252,-1865,-25737,-781
-2917,-1610,12527,-2231,-26393,-793
-2738,-1666,12543,-2419,-26643,-709
-2706,-1291,13005,-2403,-27025,-533
-1969,-2184,13021,-2391,-27157,-621
-1817,-1801,14296,-2403,-27285,-529
-2116,-1172,13770,-2291,-27409,-514
-666,-1180,14045,-2276,-27397,-499
-1969,-1435,13802,-2213,-27525,-325
-1483,-1666,13547,-2337,-27921,12
-1435,-1499,14029,-2327,-28033,203
-933,-1554,13802,-2389,-28289,255
-622,-1451,14591,-2337,-28305,511
-566,-1945,15340,-2309,-27921,510
510,-1116,15810,-2069,-27796,765
-702,-989,16332,-1945,-27269,510
-371,-698,16324,-1745,-26756,765
765,-534,17085,-1369,-25993,511
510,-1132,17149,-1220,-25489,511
765,-929,16639,-901,-24835,510
-331,-375,16340,-821,-24353,511
255,-1754,16364,-690,-24097,511
255,-1865,15846,-590,-23329,511
1275,-1881,16320,-459,-23045,765
765,-1546,16894,-311,-22145,765
3068,-1666,16575,15,-21801,1022
255,11252,32511,-5313,-3106,23
-5005,2805,32511,-5537,2805,-1713
-1379,-1841,20400,2044,2295,510
765,-2025,20671,3061,2044,510
765,-2025,20671,3061,2044,255
1534,-2343,20671,3068,1785,255
2805,-1260,12495,1275,510,-698
2303,-383,13806,767,255,-698
2303,-383,13806,767,255,-781
2295,224,13053,90,131,-709
1279,765,13053,-949,-305,-833
1789,-363,13790,-1387,-514,-785
765,-622,15826,-1154,-423,-630
-315,-1499,16093,120,127,-622
765,-1068,15571,255,149,-518
510,-1188,14535,511,171,-359
1279,-981,14328,234,55,-333
765,-626,13790,-325,-335,-337
1020,-1076,14296,-605,-419,-385
765,-686,14535,-885,-553,-319
765,-570,15061,-841,-511,-379
765,64,14822,-941,-501,-347
255,-973,15316,-829,-597,-333
510,-1690,14790,-909,-549,-415
255,-1578,14790,-1026,-565,-305
255,-267,14559,-1164,-693,-315
-538,-351,14591,-1305,-610,77
255,-905,14328,-1329,-590,21
255,-455,15300,-1586,-626,85
116,-646,14300,-1393,-574,4
-283,-674,15069,-1291,-525,109
52,-1021,14061,-1467,-585,-265
765,-949,14316,-1537,-503,34
-738,-718,15603,-1409,-407,1
92,-279,15870,-1387,-309,15
216,-1188,14567,-1481,-489,-317
510,-1028,14583,-1538,-507,-347
176,-1140,15069,-1713,-469,-287
765,-961,15061,-1673,-473,-313
-351,68,14822,-1594,-481,-395
255,-825,14535,-1545,-431,-421
255,-1546,14790,-1642,-463,-343
255,-1403,14332,-1881,-545,-437
765,-1531,14312,-1937,-573,-429
510,-762,14591,-2033,-614,-469
255,-821,14798,-2116,-637,-439
510,-1714,14559,-2257,-666,-537
-303,-1315,15061,-2323,-745,-447
255,-1538,15077,-2375,-674,-521
510,-1499,15101,-2439,-849,-445
255,-562,15356,-2529,-933,-550
510,-1252,15061,-2689,-1043,-513
1020,-2276,15093,-2742,-1409,-581
2040,-2371,16101,-2949,-1706,-1114
-1467,510,19125,-2897,-3186,-554
510,-443,18173,-2321,-3761,-365
255,-1108,18364,-2163,-5130,3
255,-1276,17918,-2017,-5603,164
-698,-1036,17404,-1682,-6631,184
1789,-279,17340,-1491,-7073,255
-742,-1531,17085,-1241,-7682,255
255,-909,17663,-1209,-8661,255
510,-945,17085,-1274,-9157,255
1020,-1554,16344,-1363,-10049,237
80,-1650,17085,-1459,-10513,63
510,-1570,16328,-1594,-11153,58
255,-1507,16089,-1610,-11393,-357
765,-1953,16097,-1633,-11842,-397
510,-1331,15332,-1570,-12113,-455
1534,-1801,16109,-1809,-12685,-534
2044,-1299,15555,-1913,-12873,-634
1534,-1172,16121,-2129,-13378,-677
510,-2001,16324,-2194,-13961,-857
255,-1315,17404,-2152,-14723,-1051
255,-2439,16830,-1889,-15173,-1090
1275,-1411,16368,-1785,-15811,-1130
1275,-1339,16575,-1499,-16831,-1226
1279,-945,16830,-1553,-17062,-1131
1530,-1586,16639,-1521,-18058,-1082
1530,-1586,16639,-1561,-18440,-1146
1785,-1244,17085,-1634,-19491,-1250
2040,-2072,16575,-1297,-20273,-1241
2044,-1786,16575,-1193,-20642,-1313
2044,-542,15842,-1065,-21030,-1313
2044,-773,15591,-685,-21253,-1178
2040,-766,15559,-590,-21761,-941
1789,-905,16065,-622,-22153,-865
2303,-762,16368,-545,-22785,-753
3068,-347,16575,-569,-23205,-574
1785,-678,16575,-433,-24321,-562
3068,-913,16894,-363,-24721,-549
2805,-1084,15810,-327,-25473,-558
4335,-945,15332,-481,-25875,-405
3837,-1993,15045,-586,-26114,-409
2813,-1475,14814,-769,-26249,-521
4335,-1100,14543,-746,-26505,-606
2813,-1483,14073,-905,-26521,-722
3068,-1817,13535,-1058,-26377,-730
3833,-1786,14284,-766,-25729,-841
4088,-1084,14296,-463,-25737,-929
4335,-1714,14300,225,-25501,-873
4845,-1244,15340,169,-25859,-1036
5116,-1905,14790,37,-26130,-1089
4845,-1897,14057,-319,-26505,-1243
5626,-1180,14830,-381,-26643,-1361
5626,-1379,14838,-407,-27029,-1331
5881,-1666,14312,-301,-27265,-1491
6120,-2017,13802,-323,-27397,-1698
6124,-1865,14025,-441,-27650,-1801
6375,-1538,13818,-821,-27668,-1953
6375,-554,12798,-1067,-27778,-2088
6383,-1084,13037,-1786,-27907,-2119
6383,-1331,14029,-1849,-28162,-2085
7666,-1028,13519,-1705,-28290,-2210
6140,-1013,13563,-1617,-28433,-2371
6638,-1060,13260,-1809,-28680,-2389
7419,-1849,12511,-1985,-28805,-2373
6909,-602,12782,-1905,-28939,-2307
7395,-1483,12750,-1754,-28929,-2258
7415,-1451,12511,-1578,-28804,-2405
6901,-538,11770,-1515,-28802,-2417
8180,-1570,11766,-1529,-28816,-2387
8670,-1347,11483,-1554,-28674,-2481
8702,-1268,11220,-1841,-28177,-2499
8702,-550,9945,-2041,-27921,-2629
9467,-2212,9949,-2533,-27270,-2693
9467,-1419,9949,-2949,-26885,-2881
8957,-1276,10710,-3057,-26258,-3041
9212,510,10236,-3234,-26121,-3057
9212,184,11993,-2817,-25365,-3537
8447,80,10750,-2229,-24979,-3300
8957,-1028,10965,-2052,-24715,-3124
9722,-530,9977,-1969,-24225,-2917
8415,255,10495,-2052,-23937,-2678
8415,-1937,10973,-2133,-23170,-2642
6136,-3746,10742,-2147,-22657,-1729
